MlsNum,BathsTotal,Beds,GarageCap,DOMAct,Basement,ClosedDate,YearBuilt,DaysOnMarket,ListPrice,Renovated,SalesPrice,StreetNumDisplay,StreetName,Style,AssessTotal,
3572916,2.20,4,1,42,Y,10/25/2019,1929,41,869000,2017,869000,720,FAIRACRES AVE*,"Colonial,SeeRem",803600,
3580360,3.10,4,2,18,Y,12/02/2019,1960,18,869000,,855000,849,KNOLLWOOD TER*,"SplitLev,",934000,
3588982,2.10,4,1,24,Y,11/26/2019,1938,24,869000,1980,845000,329,CANTERBURY RD*,"Colonial,",891100,
3523294,3.10,5,2,71,Y,04/15/2019,,72,875000,2012,819500,736,FAIRACRES AVE*,"Colonial,",180100,
3545763,3.10,4,2,54,Y,07/15/2019,,51,875000,2013,850000,740,FOREST AVE*,"Colonial,",177600,
3562813,2.10,4,2,20,Y,08/09/2019,9999,19,875000,,852000,111,OAK TREE PASS*,"Colonial,",223200,
3514407,2.10,4,1,61,Y,04/01/2019,,61,879000,,875000,114,N FLORENCE AVE*,"Colonial,",189300,
3563694,3.10,3,2,0,Y,06/07/2019,,0,895000,,895000,316,CANTERBURY RD*,"Colonial,",0,
3564037,3.00,6,2,32,Y,08/13/2019,1910,33,895000,2007,863000,218,W DUDLEY AVE*,"Colonial,",209700,
3508811,4.10,5,1,181,Y,05/31/2019,2018,181,899000,,870000,119,W GROVE ST*,"Custom,Colonial",99300,
3523220,4.10,4,1,25,Y,03/08/2019,2018,25,899000,,895000,613,DRAKE PL*,"Colonial,",45500,
3530577,3.10,4,2,44,Y,05/03/2019,,43,899000,2015,880000,204,GALLOWS HILL RD*,"Colonial,Custom",0,
3550264,2.20,4,1,14,Y,07/15/2019,2007,14,899000,2007,899000,234,VIRGINIA ST*,"Colonial,",162500,
3556355,4.10,4,2,63,Y,08/12/2019,,63,899000,2008,820000,519,LAWRENCE AVE*,"Custom,",224000,
3559141,2.10,4,2,38,Y,08/27/2019,1983,37,899000,,899000,10,SETTLERS LN*,"Colonial,",0,
3586353,3.00,4,2,45,Y,12/20/2019,1940,45,899000,,885000,129,WOODLAND AVE*,"Colonial,",983700,
3571408,3.20,6,2,18,Y,10/18/2019,1925,67,899900,2014,899900,628,ST MARKS AVE*,"Colonial,",1058700,
3520075,3.00,4,1,32,Y,03/29/2019,,29,919000,,900000,14,GALLOWAE*,"Colonial,",221000,
3531747,4.10,5,2,35,Y,05/01/2019,,35,919000,,905000,1516,BOULEVARD*,"Colonial,Custom",211300,
3546206,3.10,4,2,7,Y,06/14/2019,,7,925000,,941000,35,AZALEA TRL*,"Colonial,",205000,
3540646,2.20,4,2,27,Y,06/17/2019,1958,27,929000,,910000,745,NORMAN PL*,"Colonial,",209400,
3560531,2.20,4,2,43,Y,08/16/2019,2007,42,929000,,929000,1730,BOULEVARD*,"Colonial,",244000,
3569864,2.10,4,1,7,Y,09/04/2019,1913,7,929000,2013,929000,653,LENOX AVE*,"Victrian,",864700,
3534829,2.10,5,1,19,Y,06/14/2019,,19,930000,,900000,815,CLARK ST*,"Colonial,",163800,
3538394,2.10,4,1,8,Y,05/07/2019,,7,939000,,928000,1404,BOULEVARD*,"Colonial,",914100,
3511621,3.10,4,1,130,Y,06/07/2019,2018,130,945000,,937500,128,MARLBORO ST*,"Colonial,",50400,
3523825,2.20,4,2,51,Y,06/26/2019,1926,51,949000,,935000,626,RAYMOND ST*,"Colonial,",201800,
3524348,3.00,5,2,8,Y,03/15/2019,1958,8,949000,2008,950000,846,CEDAR TER*,"Colonial,",211200,
3525989,3.20,5,1,18,Y,04/25/2019,,18,949000,,937000,113,WYOMING ST*,"Colonial,",51400,
3538490,3.10,4,1,57,Y,07/15/2019,1948,56,949000,2008,939000,757,KIMBALL AVE*,"Colonial,",255800,
3499299,2.10,4,2,149,Y,02/28/2019,,149,949900,2017,937500,226,BAKER AVE*,"Colonial,",212000,
3527078,3.10,5,2,54,Y,05/28/2019,1914,54,950000,1998,938000,173,HARRISON AVE*,"Colonial,",170000,
3550125,3.10,4,2,50,Y,07/23/2019,,50,950000,2015,935000,747,CLARENCE ST*,"Colonial,",235000,
3572967,2.10,4,2,0,Y,07/24/2019,,10,950000,,853000,11,TRAILS END CT*,"Colonial,",993000,
3576081,3.10,5,2,18,Y,09/27/2019,2000,17,950000,,956000,776,CLARENCE ST*,"Colonial,",1101900,
3548636,3.10,5,1,21,Y,07/18/2019,,20,959000,,955000,720,STEVENS AVE*,"Colonial,",221000,
3562894,2.10,3,2,62,Y,09/12/2019,,62,959000,,875000,940,WYANDOTTE TRL*,"Ranch,",1003900,
3593135,3.20,4,1,25,Y,12/13/2019,9999,22,959000,2019,935000,1524,PINE GROVE AVE*,"Colonial,",454400,
3549072,3.10,5,1,20,Y,08/28/2019,2004,20,965000,2014,945000,540,Codding Road,"Colonial,",200000,
3588508,3.10,4,2,57,Y,12/24/2019,1994,57,965000,,935000,19,AZALEA TRL*,"Colonial,",943400,
3545078,2.10,5,2,7,Y,07/08/2019,1955,7,969000,,982000,23,HAWTHORN DR*,"Custom,",221900,
3556262,3.10,4,2,26,Y,07/29/2019,1940,26,969000,,946000,19,Scudder Rd,"Colonial,",960000,
3597616,3.20,5,1,0,Y,10/28/2019,2004,25,969000,,980000,1055,COOLIDGE ST*,"Colonial,",1045200,
3501096,4.10,6,2,142,Y,05/24/2019,,142,975000,2011,950000,128,ELIZABETH AVE*,"Victrian,",200500,
3533285,3.00,4,2,7,Y,06/28/2019,1955,7,975000,,999000,110,Golf Edge,"RanchExp,",243700,
3535236,3.20,4,1,34,Y,06/10/2019,1950,33,975000,2002,969000,211,WELLS ST*,"Colonial,",232200,
3564731,3.20,5,1,28,Y,08/19/2019,1946,27,975000,2019,960000,1746,FLORIDA ST*,"Colonial,",101000,
3525935,3.10,4,2,31,Y,04/12/2019,1925,31,979000,,950000,531,BRADFORD AVE*,"Colonial,Custom",210500,
3533458,4.10,5,2,22,Y,06/13/2019,1970,21,979000,,980000,810,WILLOW GROVE RD*,"RanchExp,Ranch",200000,
3592038,4.00,4,2,29,Y,12/12/2019,1963,29,995000,2019,925000,313,Woods End Rd,"Custom,",676700,
3517295,5.10,5,2,66,Y,03/25/2019,2018,66,999000,,979000,106,OXFORD TER*,"Colonial,",58400,
3529720,3.20,4,1,56,Y,06/28/2019,1952,56,999000,2010,999000,39,MOHAWK TRL*,"Colonial,",157800,
3538526,3.10,6,2,22,Y,07/02/2019,,22,999000,,959000,657,BOULEVARD*,"Colonial,",244100,
3539939,2.10,3,2,9,Y,07/01/2019,1927,8,999000,2005,999000,712,STANDISH AVE*,"Colonial,",229200,
3542271,4.10,5,1,8,Y,07/24/2019,,7,999000,2009,1025000,736,ST MARKS AVE*,"Colonial,",175600,
3544416,4.10,5,2,87,Y,09/13/2019,,104,999000,2008,975000,12,KIRKVIEW CIR*,"RanchExp,Ranch",246400,
3590307,2.20,4,2,59,Y,12/27/2019,2004,51,999000,,965000,678,WILLOW GROVE RD*,"Colonial,",1159800,
3606462,4.00,6,1,0,Y,12/26/2019,1958,0,999000,2019,999000,1115,IRVING AVE*,"Colonial,",542000,
3546283,4.10,5,1,13,Y,05/30/2019,2018,13,999900,,995000,129,MARLBORO ST*,"Colonial,",50400,
3546294,3.00,5,2,30,N,06/27/2019,1959,30,999999,2002,977500,1061,LAWRENCE AVE*,"Custom,",242600,
3554886,2.20,5,2,49,Y,09/12/2019,1922,50,1000000,2000,999000,145,LINCOLN RD*,"Colonial,",263100,
3531431,3.20,5,1,64,Y,05/15/2019,1920,64,1048000,,985000,640,ARLINGTON AVE*,"Colonial,",249600,
3527286,3.10,4,2,61,Y,05/03/2019,,61,1049000,2005,1020000,136,MADISON AVE,"Colonial,",258900,
3526203,3.10,4,2,3,Y,04/05/2019,,3,1050000,2012,1175000,9,STANLEY OVAL*,"Colonial,",226100,
3531068,2.10,4,1,26,Y,04/01/2019,1952,27,1070000,2006,999000,521,TOPPING HILL RD*,"Colonial,",199100,
3542187,2.20,4,2,20,Y,06/20/2019,1900,20,1079000,,1025000,211,S EUCLID AVE*,"Colonial,",215000,
3554591,2.10,4,2,0,Y,05/06/2019,,4,1089000,,980000,219,LINDEN AVE*,"Colonial,",249500,
3527839,3.20,5,2,46,Y,05/23/2019,9999,45,1095000,2003,1095000,561,HILLCREST AVE*,"Colonial,",244400,
3533297,3.10,5,2,12,Y,05/06/2019,1957,12,1095000,,1095000,684,SHADOWLAWN DR*,"Colonial,",259600,
3528379,4.10,4,2,117,Y,05/24/2019,2018,62,1099000,,1035000,1418,PINE GROVE AVE*,"Colonial,",55000,
3532941,3.20,4,2,9,Y,06/26/2019,2008,9,1099000,,1080000,2,N WICKOM DR*,"Colonial,",230300,
3544827,3.00,5,1,69,Y,07/24/2019,,69,1099000,2018,1075000,626,Glen Ave,"Colonial,",225100,
3552782,4.10,4,2,31,Y,07/29/2019,1948,31,1099000,,1074000,335,WYCHWOOD RD*,"Colonial,",306900,
3528753,4.10,5,2,21,Y,04/17/2019,2013,4,1100000,,1090000,756,WARREN ST*,"Colonial,",272900,
3590201,3.10,4,2,13,Y,12/06/2019,2007,22,1100000,,1060000,33,MOHAWK TRL*,"Colonial,",999800,
3578792,3.20,4,2,77,Y,11/14/2019,1883,77,1125000,2002,999900,128,N CHESTNUT ST*,"Colonial,Victrian",1212600,
3518649,4.10,5,1,88,Y,05/02/2019,2008,88,1135000,,1050000,817,HARDING ST*,"Colonial,",252100,
3557338,3.10,6,2,54,Y,08/12/2019,,54,1149000,2019,1100000,900,UNION ST*,"Colonial,",0,
3528612,5.00,5,2,94,Y,06/28/2019,,93,1149999,,1087500,7,DRUMMOND RD*,"Colonial,Custom",247700,
3523341,4.20,4,2,8,Y,03/08/2019,,7,1150000,,1080000,301,HILLSIDE AVE*,"Colonial,",348400,
3523360,4.00,5,2,118,Y,06/11/2019,,118,1150000,,1050000,1044,HARDING ST*,"Colonial,",0,
3538386,3.00,4,2,34,Y,06/28/2019,,34,1150000,2005,1100000,1050,WYANDOTTE TRL*,"Ranch,",255300,
3560188,4.10,4,2,23,Y,09/04/2019,0,23,1150000,2009,1170000,28,BURRINGTON GORGE*,"Colonial,",260000,
3592206,3.30,4,2,15,Y,12/17/2019,1959,15,1150000,2011,1120000,1139,LAWRENCE AVE*,"RanchExp,",1144800,
3548170,4.10,5,1,27,Y,06/17/2019,,25,1175000,2019,1135000,25,TAMAQUES WAY*,"Custom,Colonial",85500,
3538038,4.10,4,2,72,Y,06/17/2019,2005,71,1190000,2014,1200000,110,NELSON PL*,"Colonial,",262500,
3503049,3.20,6,1,121,Y,03/08/2019,1905,121,1195000,2007,1100000,416,Elm Street,"Colonial,Victrian",236300,
3530236,3.10,4,2,30,Y,05/29/2019,2002,30,1199000,2016,1189000,1233,BOYNTON AVE*,"Colonial,",284200,
3540446,2.10,4,2,19,Y,06/05/2019,9999,19,1199000,,1180000,416,COLONIAL AVE*,"Colonial,",299600,
3542410,4.20,6,2,58,Y,07/18/2019,,58,1199000,1997,1110000,545,ALDEN AVE*,"Colonial,",286500,
3546247,3.20,5,1,9,Y,06/17/2019,2014,9,1199000,,1225000,736,EMBREE CRES*,"Colonial,",279200,
3547826,4.10,5,1,28,Y,06/17/2019,2018,25,1199000,,1125000,120,COTTAGE PL*,"Colonial,",106500,
3554877,4.00,5,2,91,Y,11/01/2019,1938,135,1199000,2004,1080000,1000,WYCHWOOD RD*,"Colonial,",348400,
3558459,4.10,5,2,18,Y,07/15/2019,2019,18,1199900,,1190000,44,TAMAQUES WAY*,"Colonial,",0,
3471333,3.10,4,2,258,Y,04/08/2019,2000,259,1199999,,999900,513,Woodland Ave*,"Colonial,Cottage",395300,
3556142,3.20,5,2,42,Y,08/02/2019,,42,1215000,2003,1195000,247,CANTERBURY RD*,"Colonial,Custom",0,
3493020,5.00,6,2,31,Y,10/31/2019,,30,1225000,,1230000,57,SANDY HILL RD*,"Colonial,",67000,
3541240,6.10,5,2,53,Y,07/10/2019,2019,53,1225000,,1175000,1743,FLORIDA ST*,"Colonial,",59600,
3584783,4.10,5,1,38,Y,11/13/2019,2015,37,1225000,,1182500,648,MAPLE ST*,"Custom,",1075200,
3533431,3.20,5,1,61,Y,05/06/2019,2019,61,1249000,,1190000,312,WASHINGTON ST*,"Colonial,",135300,
3545082,3.10,6,2,169,Y,11/26/2019,1988,169,1249000,2013,1220000,560,WASHINGTON ST*,"Colonial,Custom",275400,
3502959,3.20,5,2,76,Y,03/28/2019,,75,1249999,,1185000,904,BAILEY CT*,"Colonial,",278300,
3581298,3.20,5,1,5,Y,10/22/2019,,5,1250000,,1250000,554,HIGHLAND AVE*,"Colonial,Victrian",1264500,
3550510,4.10,5,2,37,Y,07/12/2019,1920,37,1269000,2001,1170000,810,HIGHLAND AVE*,"Colonial,",300800,
3527710,4.20,5,2,34,Y,07/16/2019,1962,34,1275000,,1225000,920,Minisink Way*,"RanchExp,",263200,
3550798,6.00,6,2,110,Y,09/09/2019,2018,110,1275000,,1225000,1,S WICKOM DR*,"Colonial,",131200,
3553177,5.10,6,2,91,Y,09/10/2019,,92,1295000,,1262500,139,HARROW RD*,"Colonial,",0,
3559757,5.20,6,3,20,Y,07/18/2019,1999,20,1295000,,1295000,1211,SEDGEWICK AVE*,"Colonial,",0,
3530967,3.20,5,2,104,Y,09/16/2019,1905,104,1299999,2018,1100000,601,LENOX AVE*,"Colonial,",299000,
3511794,4.10,5,2,14,Y,06/28/2019,,14,1335000,2018,1335000,82,BARCHESTER WAY*,"Colonial,",202500,
3509447,3.20,5,2,59,Y,03/15/2019,1890,58,1349000,2006,1327000,900,FANWOOD AVE,"Colonial,Custom",203300,
3528574,3.20,4,2,152,Y,09/03/2019,,152,1349000,2007,1275000,15,BENNETT PL*,"Colonial,",269200,
3536642,5.10,6,2,17,Y,07/01/2019,,16,1349000,,1372000,8,N WICKOM DR*,"Colonial,",294300,
3559303,4.10,4,2,40,Y,08/15/2019,,39,1379000,,1300000,5,BRANDT CT*,"Colonial,",313500,
3591777,4.10,5,1,45,Y,12/19/2019,1897,44,1390000,2013,1344000,751,PROSPECT ST*,"Colonial,",1214200,
3518762,6.00,6,2,165,Y,07/24/2019,,165,1395000,,1358888,200,AVON RD*,"Colonial,",77500,
3539539,4.00,5,2,92,Y,07/08/2019,,92,1395000,,1335000,837,SUMMIT AVE*,"Custom,Colonial",124000,
3540431,4.00,5,2,42,Y,07/01/2019,1961,42,1395000,2006,1325000,2,BREEZE KNOLL DR*,"Colonial,",0,
3548496,6.10,6,2,0,Y,04/17/2019,,0,1395000,,1325000,121,BENSON PL*,"Colonial,",81900,
3539073,5.10,5,2,33,Y,06/13/2019,2016,33,1399000,,1350000,713,KNOLLWOOD TER*,"Colonial,",317800,
3556519,4.00,5,2,3,Y,07/29/2019,,3,1399000,,1399000,5,FAULKNER DR*,"Colonial,",291300,
3538236,3.10,5,2,59,Y,07/09/2019,1897,45,1399900,2016,1295000,242,KIMBALL AVE*,"Victrian,Colonial",234400,
3542544,4.10,5,2,52,Y,10/15/2019,,165,1449900,2011,1250000,335,WOODLAND AVE*,"Colonial,Tudor",443200,
3506162,5.00,6,3,168,Y,04/24/2019,2005,167,1499000,,1375000,774,KNOLLWOOD TERRACE,"Colonial,",350000,
3543037,4.20,5,1,35,Y,07/01/2019,,35,1499000,,1375000,633,COLEMAN PL*,"Colonial,",255000,
3525867,5.10,5,2,148,Y,06/25/2019,,148,1530000,,1500000,11,WYCHVIEW DR*,"Colonial,Custom",1542300,
3522296,5.10,5,2,15,Y,03/05/2019,,15,1549000,,1475000,325,ROGER AVE*,"Colonial,",177000,
3535207,5.20,6,2,28,Y,05/17/2019,2018,28,1549000,1920,1525000,644,CARLETON RD*,"Colonial,",149200,
3549986,4.20,6,2,71,Y,08/02/2019,1928,71,1575000,2006,1475000,560,Colonial Ave,"Colonial,Tudor",341800,
3596963,4.20,6,3,0,Y,10/24/2019,2006,0,1575000,,1625000,542,HILLCREST AVE*,"Colonial,",1478400,
3549457,6.10,6,3,88,Y,08/22/2019,2018,88,1595000,,1580000,14,AMY DR*,"Colonial,",1445400,
3558473,3.10,5,2,32,Y,08/12/2019,1996,32,1595000,2019,1510000,958,PROSPECT STREET,"Colonial,",295100,
3574984,6.00,6,2,7,Y,09/27/2019,2019,4,1599900,,1550000,855,BOULEVARD*,"Colonial,",0,
3569148,5.10,5,3,0,Y,06/19/2019,,36,1629000,,1375000,24,BARCHESTER WAY*,"Colonial,Custom",1505200,
3560592,5.10,5,2,168,Y,11/15/2019,2019,163,1649500,,1550000,118,OAK TREE PASS*,"Colonial,",98500,
3550559,4.10,4,3,79,Y,08/21/2019,2005,79,1699000,2005,1600000,701,LAWRENCE AVE*,"Custom,",318100,
3549632,5.10,5,2,127,Y,11/01/2019,2019,130,1749000,,1750000,632,EMBREE CRES*,"Colonial,Custom",196800,
3531729,5.20,5,3,91,Y,06/14/2019,2019,91,1750000,,1645000,104,WINCHESTER WAY*,"Custom,SeeRem",114800,
3584661,4.10,6,2,28,Y,11/29/2019,2009,27,1799000,,1641555,614,BOULEVARD*,"Colonial,Custom",1588000,
3523194,6.10,6,2,144,Y,07/03/2019,2018,140,1799999,,1700000,401,QUANTUCK LN*,"Colonial,",107400,
3502536,4.20,7,2,101,Y,03/04/2019,2008,101,1849000,,1835000,755,PROSPECT ST*,"Custom,Victrian",347700,
3531618,4.20,5,2,232,Y,12/04/2019,1937,232,1850000,2007,1750000,940,KIMBALL AVE,"Custom,",1830700,
3567616,4.00,5,3,83,Y,11/14/2019,1908,83,1985000,2008,1840000,605,MOUNTAIN AVE*,"Colonial,Custom",1858600,
3490077,4.30,6,2,187,Y,10/02/2019,1933,258,2199000,2005,2000000,6,CHERRY LN*,"Colonial,",429100,
3523403,5.30,6,2,165,Y,08/26/2019,1965,165,2245000,1999,2100000,101,GOLF EDGE*,"Custom,RanchExp",0,
3554012,6.10,6,3,6,Y,07/31/2019,2014,9,2798000,,2575000,1060,WYANDOTTE TRL*,"Colonial,",490600,
3444991,8.20,8,5,452,Y,07/31/2019,1929,453,3395000,2015,3050000,6,Kimball Cir*,"Colonial,Custom",940100,
3499666,2.10,4,2,68,Y,01/11/2019,1930,70,599000,,599000,527,S CHESTNUT ST*,"Colonial,",161900,
3482801,3.10,4,1,169,Y,02/08/2019,2002,169,799900,,796000,560,Codding Road,"Colonial,",220500,
3513750,1.00,2,0,46,Y,02/13/2019,,45,369000,2008,360000,124,LIVINGSTON ST*,"Colonial,",53100,
3508309,1.00,3,1,12,Y,01/03/2019,1969,12,399000,,426000,1109,BOYNTON AVE*,"Ranch,",142400,
3518314,2.00,3,1,11,Y,01/18/2019,1948,12,423750,,429500,131,HYSLIP AVE*,"SplitLev,",121100,
3469669,2.10,4,2,178,Y,02/05/2019,9999,178,449900,,430000,1231,Rahway Ave*,"SplitLev,",178700,
3505252,1.10,3,1,78,Y,01/25/2019,9999,91,454900,,424100,234,Scotch Plains Ave,"CapeCod,",118600,
3490135,2.00,4,1,155,N,01/24/2019,1950,155,459900,,434000,124,HARROW RD*,"CapeCod,",106700,
3491897,3.00,3,1,76,N,01/23/2019,,76,529990,2014,487000,515,TRINITY PL*,"MultiFlr,",105700,
3519527,2.00,3,2,34,Y,02/08/2019,1930,34,578000,,568000,721,BELVIDERE AVE*,"Colonial,",168100,
3500724,1.20,4,0,107,Y,02/06/2019,1920,107,599000,,585000,131,PARK ST*,"Colonial,",127100,
3511614,2.20,3,1,39,Y,01/18/2019,1945,40,599900,2018,590000,1274,CENTRAL AVE*,"Colonial,",119700,
3514920,2.00,3,2,24,Y,01/25/2019,1964,63,615000,,615000,57,NOMAHEGAN DR*,"Ranch,",200700,
3488208,3.00,4,2,143,Y,01/17/2019,1928,142,619000,,605000,1033,GRANDVIEW AVE*,"Colonial,",143800,
3495311,2.00,4,0,121,Y,01/04/2019,1910,121,629000,,620000,256,W DUDLEY AVE*,"Colonial,",193700,
3510575,2.10,4,0,61,Y,02/14/2019,9999,61,629000,,610000,973,Willow Grove RD,"CapeCod,",165200,
3504127,4.10,4,1,74,Y,02/05/2019,2016,74,638800,,638000,215,PALSTED AVE*,"HalfDupl,MultiFlr",159800,
3510649,1.10,3,1,42,Y,01/29/2019,9999,42,639000,,613000,145,TUDOR OVAL*,"Colonial,",197600,
3505883,2.10,3,1,48,Y,01/29/2019,,49,649000,2018,635000,101,SUMMIT CT*,"SplitLev,",175900,
3508200,2.10,3,2,36,Y,01/09/2019,1935,36,679000,,650000,633,SHACKAMAXON DR*,"SplitLev,Colonial",147100,
3522696,3.00,4,1,9,N,02/07/2019,1951,9,698900,2017,699000,22,S WICKOM DR*,"SplitLev,",140600,
3521350,3.00,5,1,21,Y,02/19/2019,,21,699000,,675000,318,TEMPLE PL*,"Colonial,",152700,
3468100,2.00,4,2,182,Y,01/11/2019,1924,182,699900,,680000,672,Boulevard*,"Colonial,",156200,
3490459,2.10,4,2,105,Y,01/25/2019,9999,105,699900,,680000,330,ORENDA CIR*,"Colonial,",184300,
3500539,2.10,2,2,21,N,01/23/2019,2008,21,699900,,635000,111,PROSPECT ST 2A,"OneFloor,",196200,
3514337,3.10,4,1,43,Y,01/18/2019,,38,699900,2003,695000,75,COTTAGE PL*,"Colonial,",146000,
3476524,2.10,5,2,150,Y,01/11/2019,,178,719000,,670000,231,Elizabeth Ave*,"Colonial,",204000,
3491668,3.10,3,1,118,Y,01/15/2019,1940,117,749900,,740000,806,KIMBALL AVE*,"Colonial,",240700,
3503831,2.10,3,2,109,Y,01/18/2019,,108,750000,,750000,735,SCOTCH PLAINS AVENUE,"Colonial,",122700,
3521711,3.10,4,1,27,Y,02/15/2019,2018,27,925000,,920000,875,W NORTH AVE*,"Colonial,",55000,
3510534,2.20,5,1,31,Y,01/30/2019,2018,31,939000,,910000,1106,GRANDVIEW AVE*,"Colonial,",138400,
3530893,3.10,4,2,0,Y,02/08/2019,,0,939000,2012,915000,901,CRANFORD AVE*,"Colonial,",197700,
3509893,3.10,4,2,48,Y,01/18/2019,,48,945000,,880000,1700,Boulevard,"Colonial,",194000,
3511726,3.10,5,2,27,Y,02/01/2019,1949,26,974900,1998,957000,312,JEFFERSON AVE*,"Colonial,",220200,
3513733,3.20,4,2,23,Y,02/08/2019,,52,975000,,925000,545,ELM ST*,"Colonial,",225100,
3514431,4.10,5,2,72,Y,02/15/2019,1994,71,999000,,985000,18,TRAILS END CT*,"Colonial,",285500,
3529974,3.10,5,1,0,Y,02/05/2019,,0,1025000,2016,982000,29,GALLOWAE*,"Colonial,",192700,
3510374,2.10,5,2,64,Y,02/15/2019,,58,1100000,1996,1065000,810,VILLAGE GREEN*,"Custom,",195600,
3515875,4.00,5,2,22,Y,02/01/2019,2018,22,1150000,2018,1095000,433,CLIFTON ST*,"Colonial,",169200,
3502411,4.10,5,2,57,Y,01/24/2019,1935,57,1675000,1999,1625000,252,MUNSEE WAY*,"Colonial,",371000,
